flagged,frequency,predicted,date,running_avg
Madoff,1,0.0,2019-03-29,0.0
Maryange,1,0.0,2019-03-29,0.0
Matebooks,1,0.0,2019-03-29,0.0
McArdle,1,0.0,2019-03-29,0.0
McDonald,1,0.0,2019-03-29,0.0
Meland,1,0.0,2019-03-29,0.0
Merck,1,0.0,2019-03-29,0.3076923076923077
MetaCert,1,0.0,2019-03-29,0.0
Micheal,1,0.0,2019-03-29,0.0
Microaggressions,1,0.0,2019-03-29,0.0
Miflin,1,0.0,2019-03-29,0.0
Millionen,1,0.0,2019-03-29,0.07692307692307693
Mircosoft,1,0.0,2019-03-29,0.0
Morir,1,0.0,2019-03-29,0.0
Morty,1,0.0,2019-03-29,0.0
Moya,1,0.0,2019-03-29,0.5
MyOnlineSecurity,1,0.0,2019-03-29,0.0
NewsBytes,1,0.0,2019-03-29,0.0
Newsbyte,1,0.0,2019-03-29,0.0
Nintendo,1,0.0,2019-03-29,0.6363636363636364
Obamas,1,0.0,2019-03-29,0.0
OfficeDepot,1,0.0,2019-03-29,0.0
OnPage,1,0.0,2019-03-29,0.0
OpenDXL,1,0.0,2019-03-29,0.0
OpenSOC,1,0.0,2019-03-29,0.0
ParkLink,1,0.0,2019-03-29,0.0
Parlamento,1,0.0,2019-03-29,0.0
Payne,1,0.0,2019-03-29,0.0
Phil,1,0.0,2019-03-29,0.0
Pipdig,1,0.0,2019-03-29,0.0
PlayerUnknown,1,0.0,2019-03-29,0.5
Plesa,1,0.0,2019-03-29,0.0
Pokemon,1,0.0,2019-03-29,0.03508771929824561
PowerFlex,1,0.0,2019-03-29,0.0
Preferhired,1,0.0,2019-03-29,0.0
Proactively,1,0.0,2019-03-29,0.15384615384615385
Pwn2Own,1,0.0,2019-03-29,0.0
QBot,1,0.0,2019-03-29,0.3333333333333333
Quade,1,0.0,2019-03-29,0.0
RRQcj,1,0.0,2019-03-29,0.0
Radcliff,1,0.0,2019-03-29,0.0
Radfar,1,0.0,2019-03-29,0.0
RafflesMoneyChoreBjp,1,0.0,2019-03-29,0.0
RhythmOne,1,0.0,2019-03-29,0.0
Richi,1,0.0,2019-03-29,0.3636363636363637
Rickdiculously,1,0.0,2019-03-29,0.0
Rohack,1,0.0,2019-03-29,0.0
RouterOS,1,0.0,2019-03-29,0.0
RunSafe,1,0.0,2019-03-29,0.0
Runit,1,0.0,2019-03-29,0.0
Sahkari,1,0.0,2019-03-29,0.0
SailPoint,1,0.0,2019-03-29,0.0
Scammy,1,0.0,2019-03-29,0.0
SecurityEco,1,0.0,2019-03-29,0.0
Sekiro,1,0.0,2019-03-29,0.5
Separ,1,0.0,2019-03-29,0.2014388489208633
Shikshak,1,0.0,2019-03-29,0.0
Shodan,1,0.0,2019-03-29,0.125
Siegel,1,0.0,2019-03-29,0.4444444444444444
SiliconANGLE,1,0.0,2019-03-29,0.07142857142857142
Sina,1,0.0,2019-03-29,0.0
SourceForge,1,0.0,2019-03-29,0.0
Stegongraphy,1,0.0,2019-03-29,0.0
Sustein,1,0.0,2019-03-29,0.0
System32,1,0.0,2019-03-29,0.0
TagDiv,1,0.0,2019-03-29,0.0
TechSpot,1,0.0,2019-03-29,0.125
TenIntelligence,1,0.0,2019-03-29,0.0
Teri,1,0.0,2019-03-29,0.0
Tetration,1,0.0,2019-03-29,0.0
ThreatFabric,1,0.0,2019-03-29,0.0
ThreatRaven,1,0.0,2019-03-29,0.0
TotalAV,1,0.0,2019-03-29,0.0
Transdev,1,0.0,2019-03-29,0.0
Tthe,1,0.0,2019-03-29,0.0
UltimateMember,1,0.0,2019-03-29,0.0
VMRay,1,0.0,2019-03-29,0.2058823529411765
Vallerie,1,0.0,2019-03-29,0.0
Vault7,1,0.0,2019-03-29,0.3333333333333333
Visuality,1,0.0,2019-03-29,0.0
Vitaly,1,0.0,2019-03-29,0.0
Vulns,1,0.0,2019-03-29,0.0
Warcraft,1,0.0,2019-03-29,0.0
WebView,1,0.0,2019-03-29,0.0
Weknow,1,0.0,2019-03-29,0.5
WhamWham,1,0.0,2019-03-29,0.0
Whitehouse,1,0.0,2019-03-29,0.5833333333333334
Wosar,1,0.0,2019-03-29,0.25806451612903225
YouTuber,1,0.0,2019-03-29,0.13333333333333333
Zammis,1,0.0,2019-03-29,0.0
ZombBomber,1,0.0,2019-03-29,0.0
eGirls,1,0.0,2019-03-29,0.0
eQNzk,1,0.0,2019-03-29,0.0
eSecurity,1,0.0,2019-03-29,0.0
globalizationMovement,1,0.0,2019-03-29,0.0
groovyPost,1,0.0,2019-03-29,0.0
iFixit,1,0.0,2019-03-29,0.0
ljUft8,1,0.0,2019-03-29,0.0
netFramework,1,0.0,2019-03-29,0.0
phpMussel,1,0.0,2019-03-29,0.75
xLck,1,0.0,2019-03-29,0.0
Gustuff,25,1.0,2019-03-30,1.0
LockerGoga,19,1.0,2019-03-30,1.0
Coinbase,15,0.0,2019-03-30,0.014285714285714284
BitPay,14,0.0,2019-03-30,0.009174311926605505
Digg,14,0.0,2019-03-30,0.022727272727272728
ShadowHammer,10,1.0,2019-03-30,1.0
Markel,9,0.0,2019-03-30,0.0
Picado,9,0.0,2019-03-30,0.0
GrandCrab,7,1.0,2019-03-30,1.0
Defencebyte,6,0.0,2019-03-30,0.0
OfficeMax,6,0.0,2019-03-30,0.015624999999999997
Mirai,5,1.0,2019-03-30,1.0
NotPetya,5,1.0,2019-03-30,1.0
Magecart,4,1.0,2019-03-30,1.0
PewCrypt,4,1.0,2019-03-30,0.2424242424242425
WannaCry,4,1.0,2019-03-30,1.0
Steg,4,0.5,2019-03-30,0.4615384615384616
Wannacry,3,1.0,2019-03-30,1.0
Quad9,3,0.3333333333333333,2019-03-30,0.3333333333333333
CryptoNewsZ,3,0.0,2019-03-30,0.0
Phished,3,0.0,2019-03-30,0.0
Boing,2,1.0,2019-03-30,0.35135135135135137
Dridex,2,1.0,2019-03-30,1.0
Emotet,2,1.0,2019-03-30,1.0
Petya,2,1.0,2019-03-30,1.0
Ursnif,2,1.0,2019-03-30,1.0
Mueller,2,0.5,2019-03-30,0.2278481012658228
Qulab,2,0.5,2019-03-30,0.16666666666666666
Droidpak,2,0.0,2019-03-30,0.0
Giacobozzi,2,0.0,2019-03-30,0.0
Noire,2,0.0,2019-03-30,0.0
SaboTor,2,0.0,2019-03-30,0.1
StealthWorker,2,0.0,2019-03-30,0.6190476190476191
Tisk,2,0.0,2019-03-30,0.0
ePrivacy,2,0.0,2019-03-30,0.1
AdvisorBot,1,1.0,2019-03-30,0.75
Airam,1,1.0,2019-03-30,1.0
Ataker,1,1.0,2019-03-30,1.0
Bithumb,1,1.0,2019-03-30,1.0
Borg,1,1.0,2019-03-30,0.5
Brennan,1,1.0,2019-03-30,0.14285714285714285
ByroeNet,1,1.0,2019-03-30,1.0
CCleaner,1,1.0,2019-03-30,1.0
Claus,1,1.0,2019-03-30,0.6
Corbynista,1,1.0,2019-03-30,1.0
Crowdfund,1,1.0,2019-03-30,0.14285714285714285
Darkbird18,1,1.0,2019-03-30,1.0
Darkode,1,1.0,2019-03-30,1.0
Deyyyyyum,1,1.0,2019-03-30,1.0
Droidefense,1,1.0,2019-03-30,0.75
Faream,1,1.0,2019-03-30,1.0
FormBook,1,1.0,2019-03-30,1.0
Gozi,1,1.0,2019-03-30,1.0
Hotmailhack,1,1.0,2019-03-30,1.0
IRCBot,1,1.0,2019-03-30,1.0
InsideTeamThis,1,1.0,2019-03-30,1.0
Killswitch,1,1.0,2019-03-30,1.0
KingMiner,1,1.0,2019-03-30,1.0
Kona,1,1.0,2019-03-30,1.0
Lillehammer,1,1.0,2019-03-30,0.9787234042553192
Nozelesn,1,1.0,2019-03-30,1.0
Ooof,1,1.0,2019-03-30,1.0
PsiXBot,1,1.0,2019-03-30,1.0
Qihoo,1,1.0,2019-03-30,1.0
Qrypter,1,1.0,2019-03-30,0.9642857142857142
Reigen,1,1.0,2019-03-30,1.0
Rocke,1,1.0,2019-03-30,0.39453125
Shlayer,1,1.0,2019-03-30,1.0
Soicy,1,1.0,2019-03-30,1.0
SortaPetya,1,1.0,2019-03-30,1.0
Spygate,1,1.0,2019-03-30,1.0
Stoof,1,1.0,2019-03-30,1.0
Syslog,1,1.0,2019-03-30,1.0
TRKShell,1,1.0,2019-03-30,1.0
Thicc,1,1.0,2019-03-30,0.5
Trickbot,1,1.0,2019-03-30,1.0
Upgrader,1,1.0,2019-03-30,0.5
Welp,1,1.0,2019-03-30,0.5
Zeroday,1,1.0,2019-03-30,0.3333333333333333
AHUs,1,0.0,2019-03-30,0.0
Alexa,1,0.0,2019-03-30,0.03947368421052632
Alibaba,1,0.0,2019-03-30,0.032967032967032975
Alpana,1,0.0,2019-03-30,0.0
Amer,1,0.0,2019-03-30,0.0
Antonio,1,0.0,2019-03-30,0.1111111111111111
ArsTechnicaGizmodo,1,0.0,2019-03-30,0.0
Beleive,1,0.0,2019-03-30,0.0
Binance,1,0.0,2019-03-30,0.0
Bomp,1,0.0,2019-03-30,0.0
C2tool,1,0.0,2019-03-30,0.0
Carbanak,1,0.0,2019-03-30,0.625
CiscoSecurity,1,0.0,2019-03-30,0.2777777777777778
Clearedin,1,0.0,2019-03-30,0.0
Clippy,1,0.0,2019-03-30,0.5
Cloudflare,1,0.0,2019-03-30,0.1
Cromatik,1,0.0,2019-03-30,0.0
CryptDecodeObjectEx,1,0.0,2019-03-30,0.0
Denno,1,0.0,2019-03-30,0.0
Diego,1,0.0,2019-03-30,0.59
Elsevier,1,0.0,2019-03-30,0.0
Emby,1,0.0,2019-03-30,0.0
Emily,1,0.0,2019-03-30,0.6666666666666666
Ethan,1,0.0,2019-03-30,0.3333333333333333
Fintech,1,0.0,2019-03-30,0.045045045045045036
Firefox,1,0.0,2019-03-30,0.2914285714285714
Flinstone,1,0.0,2019-03-30,0.0
Follett,1,0.0,2019-03-30,0.0
Forever2008,1,0.0,2019-03-30,0.0
Forex,1,0.0,2019-03-30,0.0
Fred,1,0.0,2019-03-30,0.25
Garcia,1,0.0,2019-03-30,0.0
Gers,1,0.0,2019-03-30,0.0
Giuliano,1,0.0,2019-03-30,0.0
HNews,1,0.0,2019-03-30,0.5
Hadn,1,0.0,2019-03-30,0.0
Haruko,1,0.0,2019-03-30,0.0
Hblock,1,0.0,2019-03-30,0.0
Hiyu,1,0.0,2019-03-30,0.0
Hmmm,1,0.0,2019-03-30,0.3333333333333333
Kathy,1,0.0,2019-03-30,0.3333333333333333
KillShot,1,0.0,2019-03-30,0.0
Kong,1,0.0,2019-03-30,0.08695652173913042
Krasnoyarsk,1,0.0,2019-03-30,0.0
Lara,1,0.0,2019-03-30,0.0
Mancave,1,0.0,2019-03-30,0.0
Marco,1,0.0,2019-03-30,0.1746031746031746
Marozka,1,0.0,2019-03-30,0.0
Maybot,1,0.0,2019-03-30,0.25
McCoy,1,0.0,2019-03-30,0.0
Mendoza,1,0.0,2019-03-30,0.0
Merck,1,0.0,2019-03-30,0.2857142857142857
Michelle,1,0.0,2019-03-30,0.0
Miguel,1,0.0,2019-03-30,0.0
Misconfigured,1,0.0,2019-03-30,0.0
Moyers,1,0.0,2019-03-30,0.0
Namebomb,1,0.0,2019-03-30,0.0
NeurOceania,1,0.0,2019-03-30,0.0
NewsBytes,1,0.0,2019-03-30,0.0
Nextcloud,1,0.0,2019-03-30,0.0
Noooooo,1,0.0,2019-03-30,0.0
Norinc,1,0.0,2019-03-30,0.0
Norton,1,0.0,2019-03-30,0.13445378151260504
Novo,1,0.0,2019-03-30,0.0
Offsec,1,0.0,2019-03-30,0.0
OpenDXL,1,0.0,2019-03-30,0.0
Phil,1,0.0,2019-03-30,0.0
Phillapene,1,0.0,2019-03-30,0.0
Pokemon,1,0.0,2019-03-30,0.03448275862068965
PopcornTime,1,0.0,2019-03-30,0.0
Pwned,1,0.0,2019-03-30,0.0
QBot,1,0.0,2019-03-30,0.3
Quade,1,0.0,2019-03-30,0.0
Rogan,1,0.0,2019-03-30,0.0
Roskomnadzor,1,0.0,2019-03-30,0.0
Royale,1,0.0,2019-03-30,0.16666666666666666
Rudi,1,0.0,2019-03-30,0.0
Schneier,1,0.0,2019-03-30,0.17142857142857146
SecurityNews,1,0.0,2019-03-30,0.0
SovKCOM,1,0.0,2019-03-30,0.0
SpringerBriefs,1,0.0,2019-03-30,0.0
Supersign,1,0.0,2019-03-30,0.05555555555555555
TagDiv,1,0.0,2019-03-30,0.0
Tavaroli,1,0.0,2019-03-30,0.0
TigonLiger,1,0.0,2019-03-30,0.0
Tozeboy,1,0.0,2019-03-30,0.0
Trish,1,0.0,2019-03-30,0.0
Tufek,1,0.0,2019-03-30,0.0
Tyagi,1,0.0,2019-03-30,0.0
UltimateMember,1,0.0,2019-03-30,0.0
VoodooShield,1,0.0,2019-03-30,0.0
Vtech,1,0.0,2019-03-30,0.0
WePresent,1,0.0,2019-03-30,0.0
WebAssembly,1,0.0,2019-03-30,0.0
Webitcoin,1,0.0,2019-03-30,0.0
WiPG,1,0.0,2019-03-30,0.25
WinBuzzer,1,0.0,2019-03-30,0.0
YouTuber,1,0.0,2019-03-30,0.125
YouTubes,1,0.0,2019-03-30,0.0
Zayn,1,0.0,2019-03-30,0.0
Zeynep,1,0.0,2019-03-30,0.0
iStock,1,0.0,2019-03-30,0.0
medTech,1,0.0,2019-03-30,0.0
nCd1IuStamps,1,0.0,2019-03-30,0.0
netFramework,1,0.0,2019-03-30,0.0
unclassedCharacteristics,1,0.0,2019-03-30,0.0
unclassedThis,1,0.0,2019-03-30,0.0
Emotet,20,1.0,2019-03-31,1.0
Nozelesn,16,1.0,2019-03-31,1.0
Apt33,10,1.0,2019-03-31,1.0
Gustuff,10,1.0,2019-03-31,1.0
LockerGoga,7,1.0,2019-03-31,1.0
Qrypter,5,1.0,2019-03-31,0.9696969696969696
WannaCry,4,1.0,2019-03-31,1.0
Steg,4,0.5,2019-03-31,0.4651162790697674
GamersNexus,4,0.0,2019-03-31,0.2
Zscaler,4,0.0,2019-03-31,0.2894736842105263
Mirai,3,1.0,2019-03-31,1.0
Wannacry,3,1.0,2019-03-31,1.0
Zimmerman,3,1.0,2019-03-31,1.0
Karl,3,0.6666666666666666,2019-03-31,0.5
Bezo,3,0.0,2019-03-31,0.0
Coinbase,3,0.0,2019-03-31,0.013986013986013986
Schneier,3,0.0,2019-03-31,0.15789473684210525
NotPetya,2,1.0,2019-03-31,1.0
Petya,2,1.0,2019-03-31,1.0
ShadowHammer,2,1.0,2019-03-31,1.0
Sectigo,2,0.5,2019-03-31,0.7
ActiveEDR,2,0.0,2019-03-31,0.0
Alastair,2,0.0,2019-03-31,0.0
BitPay,2,0.0,2019-03-31,0.009009009009009007
Chris,2,0.0,2019-03-31,0.19607843137254904
OfficeMax,2,0.0,2019-03-31,0.015384615384615384
Pimental,2,0.0,2019-03-31,0.0
ServiceNow,2,0.0,2019-03-31,0.0
TrueContext,2,0.0,2019-03-31,0.0
YCombinator,2,0.0,2019-03-31,0.0
Baylor,1,1.0,2019-03-31,0.25
Beebone,1,1.0,2019-03-31,1.0
BehavesLike,1,1.0,2019-03-31,1.0
CCleaner,1,1.0,2019-03-31,1.0
CKid,1,1.0,2019-03-31,1.0
Checkin,1,1.0,2019-03-31,0.5
Chucky,1,1.0,2019-03-31,0.5
ComputingEdge,1,1.0,2019-03-31,1.0
CoolBoot,1,1.0,2019-03-31,1.0
DVRs,1,1.0,2019-03-31,1.0
DaMailer,1,1.0,2019-03-31,1.0
Demeto,1,1.0,2019-03-31,1.0
Dobar,1,1.0,2019-03-31,1.0
Enterpreise,1,1.0,2019-03-31,1.0
GlitchPOS,1,1.0,2019-03-31,0.8111587982832618
ITProPortal,1,1.0,2019-03-31,0.5909090909090909
Jeepwarz,1,1.0,2019-03-31,1.0
Lillehammer,1,1.0,2019-03-31,0.9789473684210528
MTech,1,1.0,2019-03-31,1.0
Mailspam,1,1.0,2019-03-31,1.0
Matrac,1,1.0,2019-03-31,1.0
Networ,1,1.0,2019-03-31,1.0
Noesk,1,1.0,2019-03-31,1.0
PewCrypt,1,1.0,2019-03-31,0.2647058823529412
Posteo,1,1.0,2019-03-31,1.0
Pr0gramm,1,1.0,2019-03-31,1.0
Qbot,1,1.0,2019-03-31,0.9039735099337748
RealJukebox,1,1.0,2019-03-31,1.0
Reuters,1,1.0,2019-03-31,0.6923076923076923
Shadowhammer,1,1.0,2019-03-31,1.0
Shellbot,1,1.0,2019-03-31,0.5714285714285714
Singularitanism,1,1.0,2019-03-31,1.0
Spelevo,1,1.0,2019-03-31,0.4375
Taqueria,1,1.0,2019-03-31,1.0
Teck,1,1.0,2019-03-31,1.0
Trickbot,1,1.0,2019-03-31,1.0
Tronald,1,1.0,2019-03-31,1.0
Ursnif,1,1.0,2019-03-31,1.0
Westminister,1,1.0,2019-03-31,1.0
Wizam,1,1.0,2019-03-31,1.0
Yotal,1,1.0,2019-03-31,1.0
Youxun,1,1.0,2019-03-31,1.0
Zappos,1,1.0,2019-03-31,1.0
13Cubed,1,0.0,2019-03-31,0.5
Alibaba,1,0.0,2019-03-31,0.03260869565217392
Amilt,1,0.0,2019-03-31,0.0
AnimeUltima,1,0.0,2019-03-31,0.0
AppLock,1,0.0,2019-03-31,0.0
BatMobi,1,0.0,2019-03-31,0.0
Bayoumy,1,0.0,2019-03-31,0.0
BetaEFT,1,0.0,2019-03-31,0.0
Beto,1,0.0,2019-03-31,0.16666666666666666
BitcoinerX,1,0.0,2019-03-31,0.0
Breathe11,1,0.0,2019-03-31,0.0
Cela,1,0.0,2019-03-31,0.0
CryptoNewsZ,1,0.0,2019-03-31,0.0
Cyb3rthuggs,1,0.0,2019-03-31,0.0
DNSChef,1,0.0,2019-03-31,0.0
DarkMatter,1,0.0,2019-03-31,0.5
DatPiff,1,0.0,2019-03-31,0.0
Decrapify,1,0.0,2019-03-31,0.0
Defcon,1,0.0,2019-03-31,0.3333333333333333
Denimcratic,1,0.0,2019-03-31,0.0
Derek,1,0.0,2019-03-31,0.15789473684210525
Didnt,1,0.0,2019-03-31,0.0
Digg,1,0.0,2019-03-31,0.022222222222222227
Donald,1,0.0,2019-03-31,0.203125
DoublePulsar,1,0.0,2019-03-31,0.8461538461538461
Fenian,1,0.0,2019-03-31,0.0
FixMeFans,1,0.0,2019-03-31,0.0
FlareVM,1,0.0,2019-03-31,0.0
Frexit,1,0.0,2019-03-31,0.0
Gavin,1,0.0,2019-03-31,0.0
Goatsec,1,0.0,2019-03-31,0.0
Hadley,1,0.0,2019-03-31,0.2857142857142857
Hakon,1,0.0,2019-03-31,0.0
Hostintel,1,0.0,2019-03-31,0.0
Ikigai,1,0.0,2019-03-31,0.42857142857142855
InfosecurityMag,1,0.0,2019-03-31,0.0
Italeave,1,0.0,2019-03-31,0.0
Jeff,1,0.0,2019-03-31,0.2307692307692308
KEYone,1,0.0,2019-03-31,0.0
KLara,1,0.0,2019-03-31,0.5
Kelsey,1,0.0,2019-03-31,0.0
Kong,1,0.0,2019-03-31,0.08571428571428573
Kurzweil,1,0.0,2019-03-31,0.0
LanScope,1,0.0,2019-03-31,0.0
Legendsmob,1,0.0,2019-03-31,0.0
Lisen,1,0.0,2019-03-31,0.0
Luftbalons,1,0.0,2019-03-31,0.0
Mancave,1,0.0,2019-03-31,0.0
Marco,1,0.0,2019-03-31,0.171875
Markel,1,0.0,2019-03-31,0.0
MateBook,1,0.0,2019-03-31,0.0
Megabeets,1,0.0,2019-03-31,0.0
Meland,1,0.0,2019-03-31,0.0
Melanie,1,0.0,2019-03-31,0.0
MeriTalk,1,0.0,2019-03-31,0.0
Miguel,1,0.0,2019-03-31,0.0
Mitrokhin,1,0.0,2019-03-31,0.0
MyPOV,1,0.0,2019-03-31,0.0
NKoreas,1,0.0,2019-03-31,0.0
Naija,1,0.0,2019-03-31,0.0
Nonexperts,1,0.0,2019-03-31,0.0
Nymeria,1,0.0,2019-03-31,0.5
OGGs,1,0.0,2019-03-31,0.0
OnDemand,1,0.0,2019-03-31,0.1111111111111111
OpenBSD,1,0.0,2019-03-31,0.0
OpenDXL,1,0.0,2019-03-31,0.0
PCManager,1,0.0,2019-03-31,0.0
Pewds,1,0.0,2019-03-31,0.6666666666666666
Phil,1,0.0,2019-03-31,0.0
PhoneHack,1,0.0,2019-03-31,0.0
Picado,1,0.0,2019-03-31,0.0
Pierluigi,1,0.0,2019-03-31,0.0
Pointe,1,0.0,2019-03-31,0.0
Presetation,1,0.0,2019-03-31,0.0
QBot,1,0.0,2019-03-31,0.2727272727272727
Quade,1,0.0,2019-03-31,0.0
Qulab,1,0.0,2019-03-31,0.14285714285714285
Rader,1,0.0,2019-03-31,0.0
Rajeevan,1,0.0,2019-03-31,0.0
Rocheston,1,0.0,2019-03-31,0.0
Rohack,1,0.0,2019-03-31,0.0
Rourke,1,0.0,2019-03-31,0.0
Seannnknight,1,0.0,2019-03-31,0.0
SearchDestroy,1,0.0,2019-03-31,0.0
Sergey,1,0.0,2019-03-31,0.0
Seybold,1,0.0,2019-03-31,0.0
Shipe,1,0.0,2019-03-31,0.5
SimBad,1,0.0,2019-03-31,0.4663212435233161
SovKCOM,1,0.0,2019-03-31,0.0
SqlServer,1,0.0,2019-03-31,0.0
StealthWorker,1,0.0,2019-03-31,0.5909090909090909
Strzok,1,0.0,2019-03-31,0.0
TagDiv,1,0.0,2019-03-31,0.0
Teckmesh,1,0.0,2019-03-31,0.0
Tibbets,1,0.0,2019-03-31,0.0
TuR334Vl,1,0.0,2019-03-31,0.0
UltimateMember,1,0.0,2019-03-31,0.0
Ursu,1,0.0,2019-03-31,0.0
VLANs,1,0.0,2019-03-31,0.0
YouTuber,1,0.0,2019-03-31,0.1176470588235294
ZombBomber,1,0.0,2019-03-31,0.0
c100C100,1,0.0,2019-03-31,0.0
LockerGoga,53,1.0,2019-04-01,1.0
Gustuff,44,1.0,2019-04-01,1.0
ThreatList,41,0.0,2019-04-01,0.06535947712418301
vxCrypter,36,1.0,2019-04-01,1.0
Emotet,32,1.0,2019-04-01,1.0
DDosMan,23,1.0,2019-04-01,1.0
Elknot,23,0.9130434782608696,2019-04-01,0.9130434782608696
Nozelesn,22,0.8636363636363636,2019-04-01,0.9516129032258064
Kathy,10,0.1,2019-04-01,0.15384615384615385
Digg,9,0.0,2019-04-01,0.018518518518518517
Jeff,9,0.0,2019-04-01,0.17142857142857146
Norton,7,0.14285714285714285,2019-04-01,0.1349206349206349
LockerGaga,6,1.0,2019-04-01,0.8947368421052632
Mirai,6,1.0,2019-04-01,1.0
Mueller,5,0.8,2019-04-01,0.2619047619047619
Fileless,4,1.0,2019-04-01,1.0
GandCrab,4,1.0,2019-04-01,1.0
SamSam,4,1.0,2019-04-01,1.0
DDoSMan,4,0.75,2019-04-01,0.75
Steg,4,0.5,2019-04-01,0.4680851063829787
CIOReview,4,0.0,2019-04-01,0.0
Zscaler,4,0.0,2019-04-01,0.2619047619047619
Nymaim,3,1.0,2019-04-01,1.0
PsiXBot,3,1.0,2019-04-01,1.0
ShadowHammer,3,1.0,2019-04-01,1.0
WannaCry,3,1.0,2019-04-01,1.0
PewCrypt,3,0.6666666666666666,2019-04-01,0.2972972972972973
Qrypter,3,0.6666666666666666,2019-04-01,0.9444444444444444
BleepinComputer,3,0.3333333333333333,2019-04-01,0.27586206896551724
OfficeMax,3,0.3333333333333333,2019-04-01,0.022556390977443608
Wingfield,3,0.3333333333333333,2019-04-01,0.3333333333333333
phpMussel,3,0.3333333333333333,2019-04-01,0.6363636363636364
Eston,3,0.0,2019-04-01,0.0
Taqueria,3,0.0,2019-04-01,0.25
Apt33,2,1.0,2019-04-01,1.0
AttackersArrests,2,1.0,2019-04-01,1.0
DevTools,2,1.0,2019-04-01,0.6666666666666666
Gandcrab,2,1.0,2019-04-01,1.0
JCry,2,1.0,2019-04-01,0.902439024390244
Lockergoga,2,1.0,2019-04-01,1.0
Phillip,2,1.0,2019-04-01,0.6666666666666666
Ryuk,2,1.0,2019-04-01,1.0
SecuritynewsFew,2,1.0,2019-04-01,1.0
Spiffit,2,1.0,2019-04-01,1.0
Windigo,2,1.0,2019-04-01,1.0
vxCube,2,1.0,2019-04-01,1.0
Aviv,2,0.5,2019-04-01,0.3333333333333333
Lenovo,2,0.5,2019-04-01,0.17391304347826084
Munir,2,0.5,2019-04-01,0.5
NewsATW,2,0.5,2019-04-01,0.6666666666666666
Njenga,2,0.5,2019-04-01,0.5
Pessar,2,0.5,2019-04-01,0.5
aiMSSP,2,0.5,2019-04-01,0.29411764705882354
aiSIEM,2,0.5,2019-04-01,0.2857142857142857
BJPee,2,0.0,2019-04-01,0.3333333333333333
Bithumb,2,0.0,2019-04-01,0.3333333333333333
BloomCon,2,0.0,2019-04-01,0.0
Bromley,2,0.0,2019-04-01,0.75
Cominutoba,2,0.0,2019-04-01,0.0
Firefox,2,0.0,2019-04-01,0.288135593220339
GlobalSign,2,0.0,2019-04-01,0.0
Keith,2,0.0,2019-04-01,0.0
Kong,2,0.0,2019-04-01,0.08333333333333333
Krigman,2,0.0,2019-04-01,0.0
Mancave,2,0.0,2019-04-01,0.0
Miguel,2,0.0,2019-04-01,0.0
Nessus,2,0.0,2019-04-01,0.25
Packt,2,0.0,2019-04-01,0.0
PeStudio,2,0.0,2019-04-01,0.0
Pewdi,2,0.0,2019-04-01,0.0
Pipdig,2,0.0,2019-04-01,0.0
Proactively,2,0.0,2019-04-01,0.13333333333333333
Royale,2,0.0,2019-04-01,0.125
SiliconANGLE,2,0.0,2019-04-01,0.06896551724137931
Spionage,2,0.0,2019-04-01,0.0
Tetration,2,0.0,2019-04-01,0.0
Tribals,2,0.0,2019-04-01,0.0
q4LOYtlL9O12RSMhaEcct01WEHPDXpIvHSOwwoBC,2,0.0,2019-04-01,0.0
Afaik,1,1.0,2019-04-01,0.5
AltFurry,1,1.0,2019-04-01,1.0
Ammyy,1,1.0,2019-04-01,0.75
Anonim,1,1.0,2019-04-01,1.0
Antifa,1,1.0,2019-04-01,0.5
Ataker,1,1.0,2019-04-01,1.0
BackSwap,1,1.0,2019-04-01,0.42857142857142855
Baylor,1,1.0,2019-04-01,0.4
Bedep,1,1.0,2019-04-01,1.0
BehavesLike,1,1.0,2019-04-01,1.0
BitPaymer,1,1.0,2019-04-01,1.0
BlueRain,1,1.0,2019-04-01,1.0
Boeing,1,1.0,2019-04-01,0.9259259259259259
BombSquad,1,1.0,2019-04-01,1.0
Brenton,1,1.0,2019-04-01,1.0
CClea,1,1.0,2019-04-01,1.0
CCleaner,1,1.0,2019-04-01,1.0
Casefiles,1,1.0,2019-04-01,1.0
Cerber,1,1.0,2019-04-01,1.0
Coinbase,1,1.0,2019-04-01,0.020833333333333332
Crowdfund,1,1.0,2019-04-01,0.25
Cyglag,1,1.0,2019-04-01,1.0
DaMailer,1,1.0,2019-04-01,1.0
Decrypt0r,1,1.0,2019-04-01,1.0
Dircrypt,1,1.0,2019-04-01,1.0
Dridex,1,1.0,2019-04-01,1.0
Dugg,1,1.0,2019-04-01,1.0
ElknotSecurity,1,1.0,2019-04-01,1.0
EternalBlue,1,1.0,2019-04-01,1.0
FackAV,1,1.0,2019-04-01,1.0
Finboo,1,1.0,2019-04-01,1.0
Fintech,1,1.0,2019-04-01,0.05357142857142857
Formjacking,1,1.0,2019-04-01,0.2170212765957447
Geodo,1,1.0,2019-04-01,0.6304347826086957
Ghorbaniyan,1,1.0,2019-04-01,1.0
GrandSteal,1,1.0,2019-04-01,1.0
Gronberg,1,1.0,2019-04-01,1.0
Interplastics,1,1.0,2019-04-01,1.0
Katherine,1,1.0,2019-04-01,1.0
Kdos,1,1.0,2019-04-01,1.0
KnupFlood,1,1.0,2019-04-01,1.0
Lillehammer,1,1.0,2019-04-01,0.9791666666666666
MailSpam,1,1.0,2019-04-01,1.0
